link,Correlation
"=HYPERLINK(""https://stackoverflow.com/q/1236439"", ""1236439"")",0.16560340244550775
"=HYPERLINK(""https://stackoverflow.com/q/9766725"", ""9766725"")",0.15327881994548662
"=HYPERLINK(""https://stackoverflow.com/q/12318829"", ""12318829"")",0.13564213564213567
"=HYPERLINK(""https://stackoverflow.com/q/12892318"", ""12892318"")",0.153590701535907
"=HYPERLINK(""https://stackoverflow.com/q/19102367"", ""19102367"")",0.15726711560044893
"=HYPERLINK(""https://stackoverflow.com/q/21896490"", ""21896490"")",0.11779331779331781
"=HYPERLINK(""https://stackoverflow.com/q/21907126"", ""21907126"")",0.11690235690235692
"=HYPERLINK(""https://stackoverflow.com/q/28259325"", ""28259325"")",0.14445828144458284
"=HYPERLINK(""https://stackoverflow.com/q/29606122"", ""29606122"")",0.14100464100464097
"=HYPERLINK(""https://stackoverflow.com/q/31139620"", ""31139620"")",0.1601731601731602
"=HYPERLINK(""https://stackoverflow.com/q/31838520"", ""31838520"")",0.31468531468531474
"=HYPERLINK(""https://stackoverflow.com/q/32225372"", ""32225372"")",0.3773269888972368
"=HYPERLINK(""https://stackoverflow.com/q/32247953"", ""32247953"")",0.18555417185554177
"=HYPERLINK(""https://stackoverflow.com/q/32380983"", ""32380983"")",0.18154518154518154
"=HYPERLINK(""https://stackoverflow.com/q/32698744"", ""32698744"")",0.12947658402203857
"=HYPERLINK(""https://stackoverflow.com/q/34445962"", ""34445962"")",0.12634032634032633
"=HYPERLINK(""https://stackoverflow.com/q/34814468"", ""34814468"")",0.1601275917065391
"=HYPERLINK(""https://stackoverflow.com/q/35894935"", ""35894935"")",0.18745900564082388
"=HYPERLINK(""https://stackoverflow.com/q/37484503"", ""37484503"")",0.27093363541961674
"=HYPERLINK(""https://stackoverflow.com/q/37521245"", ""37521245"")",0.1724941724941725
"=HYPERLINK(""https://stackoverflow.com/q/38759959"", ""38759959"")",0.14757329391475732
"=HYPERLINK(""https://stackoverflow.com/q/39232599"", ""39232599"")",0.28665028665028663
