,Prob,Word
0,0.07125070286770022,button
1,0.06988513133585027,form
2,0.0587999036067154,user
3,0.04329665033336011,click
4,0.037191742308619165,add
5,0.03405896055908105,edit
6,0.03397863282191341,save
7,0.03261306129006346,link
8,0.02859667443168126,open
9,0.024017993413125552,input
10,0.020001606554743354,make
11,0.019278656920234557,inform
12,0.018395051811390475,flow
13,0.01831472407422283,action
14,0.016708169330869948,submit
15,0.01469997590167885,enter
16,0.014057354004337698,excel
17,0.013575387581331835,entri
18,0.012932765683990682,templat
19,0.011326210940637802,manual
20,0.011004899991967226,valid
21,0.01028195035745843,locat
22,0.009799983934452566,remov
23,0.009639328460117278,fill
24,0.008755723351273195,back
25,0.008514740139770263,mode
26,0.008113101453932042,specif
27,0.007631135030926179,close
28,0.0073901518194232465,popup
29,0.006827857659249739,copi
