,link,qa,Dominant Topic,Correlation
0,"=HYPERLINK(""https://stackoverflow.com/q/326366"", ""326366"")",q,4,0.4862914862914863
1,"=HYPERLINK(""https://stackoverflow.com/q/359717"", ""359717"")",q,1,0.44841269841269843
2,"=HYPERLINK(""https://stackoverflow.com/q/544097"", ""544097"")",q,4,0.44238683127572015
3,"=HYPERLINK(""https://stackoverflow.com/q/980932"", ""980932"")",q,1,0.4691358024691358
4,"=HYPERLINK(""https://stackoverflow.com/q/1236439"", ""1236439"")",q,2,0.3458333333333333
5,"=HYPERLINK(""https://stackoverflow.com/q/1258834"", ""1258834"")",q,1,0.40476190476190477
6,"=HYPERLINK(""https://stackoverflow.com/q/2022549"", ""2022549"")",q,0,0.6067251461988304
7,"=HYPERLINK(""https://stackoverflow.com/q/2377082"", ""2377082"")",q,1,0.4925925925925926
8,"=HYPERLINK(""https://stackoverflow.com/q/2566385"", ""2566385"")",q,0,0.5441595441595442
9,"=HYPERLINK(""https://stackoverflow.com/q/2615337"", ""2615337"")",q,0,0.4412698412698413
10,"=HYPERLINK(""https://stackoverflow.com/q/3016015"", ""3016015"")",q,4,0.7425044091710759
11,"=HYPERLINK(""https://stackoverflow.com/q/3578981"", ""3578981"")",q,4,0.7534722222222222
12,"=HYPERLINK(""https://stackoverflow.com/q/3700594"", ""3700594"")",q,1,0.4065040650406504
13,"=HYPERLINK(""https://stackoverflow.com/q/3906522"", ""3906522"")",q,4,0.3974799541809851
14,"=HYPERLINK(""https://stackoverflow.com/q/3990732"", ""3990732"")",q,4,0.5
15,"=HYPERLINK(""https://stackoverflow.com/q/4432075"", ""4432075"")",q,4,0.5347222222222222
16,"=HYPERLINK(""https://stackoverflow.com/q/4439797"", ""4439797"")",q,4,0.5244444444444445
17,"=HYPERLINK(""https://stackoverflow.com/q/4556252"", ""4556252"")",q,1,0.5009416195856874
18,"=HYPERLINK(""https://stackoverflow.com/q/4598926"", ""4598926"")",q,2,0.3378684807256236
19,"=HYPERLINK(""https://stackoverflow.com/q/4804623"", ""4804623"")",q,1,0.46666666666666673
20,"=HYPERLINK(""https://stackoverflow.com/q/5552901"", ""5552901"")",q,1,0.6130268199233716
21,"=HYPERLINK(""https://stackoverflow.com/q/6580311"", ""6580311"")",q,4,0.6654456654456654
22,"=HYPERLINK(""https://stackoverflow.com/q/6645196"", ""6645196"")",q,4,0.43543543543543545
23,"=HYPERLINK(""https://stackoverflow.com/q/7048854"", ""7048854"")",q,1,0.3968253968253968
