,Prob,Word
0,0.06958473625140292,error
1,0.05059138392471726,script
2,0.041871708538375206,function
3,0.032720366053699386,work
4,0.02969869636536303,im
5,0.028835362168695502,call
6,0.022360355693689028,server
7,0.020547353880687215,return
8,0.017007683674350342,run
9,0.016489683156349823,ive
10,0.012691012691012691,client
11,0.011914011914011913,execut
12,0.011827678494345161,issu
13,0.011568678235344902,line
14,0.010532677199343867,problem
15,0.010532677199343867,method
16,0.010273676940343607,make
17,0.009842009842009843,output
18,0.009755676422343089,side
19,0.009151342484675818,string
20,0.009065009065009065,read
21,0.008892342225675559,expect
22,0.008547008547008548,fail
23,0.00837434170767504,time
24,0.00777000777000777,wrong
25,0.00777000777000777,messag
26,0.00777000777000777,fine
27,0.007511007511007511,properti
28,0.007338340671674005,valid
29,0.006820340153673487,undefin
