link,Correlation
"=HYPERLINK(""https://stackoverflow.com/q/4439797"", ""4439797"")",0.360003885003885
"=HYPERLINK(""https://stackoverflow.com/q/6580311"", ""6580311"")",0.41800834824090644
"=HYPERLINK(""https://stackoverflow.com/q/6645196"", ""6645196"")",0.4900967296176876
"=HYPERLINK(""https://stackoverflow.com/q/7383641"", ""7383641"")",0.2403951043502235
"=HYPERLINK(""https://stackoverflow.com/q/13834716"", ""13834716"")",0.7588994165194581
"=HYPERLINK(""https://stackoverflow.com/q/14530767"", ""14530767"")",0.6490532181139915
"=HYPERLINK(""https://stackoverflow.com/q/16001298"", ""16001298"")",0.621043526703904
"=HYPERLINK(""https://stackoverflow.com/q/16045596"", ""16045596"")",0.3313412746483612
"=HYPERLINK(""https://stackoverflow.com/q/16563253"", ""16563253"")",0.32333554104771817
"=HYPERLINK(""https://stackoverflow.com/q/16567269"", ""16567269"")",0.4805349133025372
"=HYPERLINK(""https://stackoverflow.com/q/16819801"", ""16819801"")",0.4652619108064653
"=HYPERLINK(""https://stackoverflow.com/q/18234790"", ""18234790"")",0.9192321230336015
"=HYPERLINK(""https://stackoverflow.com/q/18335697"", ""18335697"")",0.7070993786860944
"=HYPERLINK(""https://stackoverflow.com/q/20183529"", ""20183529"")",0.7651229046577884
"=HYPERLINK(""https://stackoverflow.com/q/20755712"", ""20755712"")",0.5037785037785038
"=HYPERLINK(""https://stackoverflow.com/q/20770100"", ""20770100"")",0.4632747829598223
"=HYPERLINK(""https://stackoverflow.com/q/21178560"", ""21178560"")",0.5519886937209771
"=HYPERLINK(""https://stackoverflow.com/q/22156204"", ""22156204"")",0.4814473616868825
"=HYPERLINK(""https://stackoverflow.com/q/22986371"", ""22986371"")",0.45552389996834436
"=HYPERLINK(""https://stackoverflow.com/q/23145564"", ""23145564"")",0.6910262630786648
"=HYPERLINK(""https://stackoverflow.com/q/23234021"", ""23234021"")",0.6938329160551382
"=HYPERLINK(""https://stackoverflow.com/q/23554357"", ""23554357"")",0.26092755119600763
"=HYPERLINK(""https://stackoverflow.com/q/23665466"", ""23665466"")",0.4943921278171622
"=HYPERLINK(""https://stackoverflow.com/q/24365142"", ""24365142"")",0.3654140472322291
"=HYPERLINK(""https://stackoverflow.com/q/24559072"", ""24559072"")",0.4584388519573705
"=HYPERLINK(""https://stackoverflow.com/q/25926998"", ""25926998"")",0.4228167967298401
"=HYPERLINK(""https://stackoverflow.com/q/26585466"", ""26585466"")",0.37087247186257083
"=HYPERLINK(""https://stackoverflow.com/q/26712480"", ""26712480"")",0.6705303828591499
"=HYPERLINK(""https://stackoverflow.com/q/26848897"", ""26848897"")",0.4322722341298193
"=HYPERLINK(""https://stackoverflow.com/q/28083465"", ""28083465"")",0.5062751456194079
"=HYPERLINK(""https://stackoverflow.com/q/28083664"", ""28083664"")",0.3233355410477181
"=HYPERLINK(""https://stackoverflow.com/q/28474243"", ""28474243"")",0.5449268973624274
"=HYPERLINK(""https://stackoverflow.com/q/30295763"", ""30295763"")",0.47959318889551456
"=HYPERLINK(""https://stackoverflow.com/q/30460291"", ""30460291"")",0.4011278979186553
"=HYPERLINK(""https://stackoverflow.com/q/31335575"", ""31335575"")",0.26200594985125375
"=HYPERLINK(""https://stackoverflow.com/q/31501424"", ""31501424"")",0.850750887617247
"=HYPERLINK(""https://stackoverflow.com/q/32044225"", ""32044225"")",0.33141963096577315
"=HYPERLINK(""https://stackoverflow.com/q/32225372"", ""32225372"")",0.4773513424477023
"=HYPERLINK(""https://stackoverflow.com/q/32466898"", ""32466898"")",0.7324357324357325
"=HYPERLINK(""https://stackoverflow.com/q/32540747"", ""32540747"")",0.6132987382987384
"=HYPERLINK(""https://stackoverflow.com/q/32667656"", ""32667656"")",0.22948496523626058
"=HYPERLINK(""https://stackoverflow.com/q/32726040"", ""32726040"")",0.5196073453499196
"=HYPERLINK(""https://stackoverflow.com/q/32738016"", ""32738016"")",0.5286237571951857
"=HYPERLINK(""https://stackoverflow.com/q/33082983"", ""33082983"")",0.4489037532515794
"=HYPERLINK(""https://stackoverflow.com/q/33401059"", ""33401059"")",0.6291536116972526
"=HYPERLINK(""https://stackoverflow.com/q/34085695"", ""34085695"")",0.8865624105798778
"=HYPERLINK(""https://stackoverflow.com/q/34172317"", ""34172317"")",0.6077583618567225
"=HYPERLINK(""https://stackoverflow.com/q/34656482"", ""34656482"")",0.4989150170497322
"=HYPERLINK(""https://stackoverflow.com/q/34880856"", ""34880856"")",0.5933399220337122
"=HYPERLINK(""https://stackoverflow.com/q/34963112"", ""34963112"")",0.6277030832904759
"=HYPERLINK(""https://stackoverflow.com/q/36341976"", ""36341976"")",0.7483270390247135
"=HYPERLINK(""https://stackoverflow.com/q/36528140"", ""36528140"")",0.5193040293040293
"=HYPERLINK(""https://stackoverflow.com/q/37001598"", ""37001598"")",0.5040536871096628
"=HYPERLINK(""https://stackoverflow.com/q/37692232"", ""37692232"")",0.589530447385809
"=HYPERLINK(""https://stackoverflow.com/q/37816734"", ""37816734"")",0.49077170816301247
"=HYPERLINK(""https://stackoverflow.com/q/37973949"", ""37973949"")",0.6835108755776815
"=HYPERLINK(""https://stackoverflow.com/q/38320665"", ""38320665"")",0.45215076362617335
"=HYPERLINK(""https://stackoverflow.com/q/38446394"", ""38446394"")",0.20722090051986963
"=HYPERLINK(""https://stackoverflow.com/q/38733792"", ""38733792"")",0.41938690611256985
"=HYPERLINK(""https://stackoverflow.com/q/38951765"", ""38951765"")",0.4705176829070634
"=HYPERLINK(""https://stackoverflow.com/q/41577382"", ""41577382"")",0.32526963776963774
"=HYPERLINK(""https://stackoverflow.com/q/41827855"", ""41827855"")",0.4078084298402535
"=HYPERLINK(""https://stackoverflow.com/q/41886336"", ""41886336"")",0.35734635734635734
"=HYPERLINK(""https://stackoverflow.com/q/42560474"", ""42560474"")",0.7562736603832494
"=HYPERLINK(""https://stackoverflow.com/q/43170471"", ""43170471"")",0.41344502933906907
"=HYPERLINK(""https://stackoverflow.com/q/43634549"", ""43634549"")",0.48936127624652215
"=HYPERLINK(""https://stackoverflow.com/q/43737787"", ""43737787"")",0.3085833085833086
"=HYPERLINK(""https://stackoverflow.com/q/43752772"", ""43752772"")",0.6340435777055495
"=HYPERLINK(""https://stackoverflow.com/q/43849977"", ""43849977"")",0.362090017262431
"=HYPERLINK(""https://stackoverflow.com/q/43965841"", ""43965841"")",0.49262449262449265
"=HYPERLINK(""https://stackoverflow.com/q/44178802"", ""44178802"")",0.32882318550070994
"=HYPERLINK(""https://stackoverflow.com/q/44366011"", ""44366011"")",0.5012386968908707
"=HYPERLINK(""https://stackoverflow.com/q/44376454"", ""44376454"")",0.33381196581196576
"=HYPERLINK(""https://stackoverflow.com/q/44398453"", ""44398453"")",0.3281668580176043
"=HYPERLINK(""https://stackoverflow.com/q/44418891"", ""44418891"")",0.49128503713656546
"=HYPERLINK(""https://stackoverflow.com/q/44551967"", ""44551967"")",0.572461134665859
"=HYPERLINK(""https://stackoverflow.com/q/44708936"", ""44708936"")",0.6086132177681475
"=HYPERLINK(""https://stackoverflow.com/q/45045520"", ""45045520"")",0.2279434850863422
"=HYPERLINK(""https://stackoverflow.com/q/45224565"", ""45224565"")",0.35622590916708563
"=HYPERLINK(""https://stackoverflow.com/q/45310175"", ""45310175"")",0.254305206827462
"=HYPERLINK(""https://stackoverflow.com/q/45324416"", ""45324416"")",0.377740950451902
"=HYPERLINK(""https://stackoverflow.com/q/45336337"", ""45336337"")",0.25869017904416136
